image_name,resized_size,Avg_ref_h,Avg_ref_z,mean_box_size,std_size,aspect_ratio
Image_2322,384,41,15,25,2.95,0.37
Image_2321,384,54,39,46,2.39,0.72
Image_2320,384,63,32,45,1.94,0.51
Image_2293,384,12,9,10,2.12,0.75
Image_2289,384,52,19,31,2.93,0.37
Image_2136,384,228,106,155,15.17,0.46
Image_2135,384,17,159,52,4.31,9.35
Image_2134,384,14,68,31,1.28,4.86
Image_2133,384,35,53,43,2.06,1.51
Image_2132,384,33,296,99,3.05,8.97
Image_2131,384,22,122,52,4.35,5.55
Image_2130,384,24,177,65,2.26,7.38
Image_2129,384,34,25,29,3.22,0.74
Image_2128,384,28,260,85,2.57,9.29
Image_2127,384,26,100,51,1.93,3.85
Image_2124,384,29,99,54,2.64,3.41
Image_2123,384,14,47,26,2.49,3.36
Image_2122,384,42,43,42,1.84,1.02
Image_2121,384,18,85,39,2.13,4.72
Image_2119,384,17,379,80,1.72,22.29
Image_2118,384,21,317,82,1.44,15.1
Image_2117,384,22,317,84,4.75,14.41
Image_2116,384,17,67,34,1.19,3.94
Image_2115,384,17,115,44,5.32,6.76
Image_2114,384,25,19,22,3.77,0.76
Image_2113,384,16,139,47,4.51,8.69
Image_2112,384,18,133,49,1.37,7.39
Image_2111,384,47,41,44,4.65,0.87
Image_2110,384,25,341,92,2.02,13.64
Image_2109,384,17,192,57,1.19,11.29
Image_2108,384,25,121,55,1.77,4.84
Image_2107,384,28,118,57,1.69,4.21
Image_2106,384,101,12,35,3.62,0.12
Image_2104,384,21,170,60,2.03,8.1
Image_2103,384,25,88,47,2.57,3.52
Image_2102,384,18,135,49,4.13,7.5
Image_2101,384,30,128,62,2.13,4.27
Image_2099,384,13,50,25,2.64,3.85
Image_2098,384,37,24,30,1.69,0.65
Image_2097,384,23,255,77,2.64,11.09
Image_2096,384,10,257,51,2.52,25.7
Image_2095,384,31,51,40,2.39,1.65
Image_2094,384,22,38,29,2.15,1.73
Image_2093,384,17,186,56,1.59,10.94
Image_2092,384,13,250,57,2.76,19.23
Image_2091,384,22,100,47,3.38,4.55
Image_2090,384,12,159,44,3.41,13.25
Image_2089,384,13,28,19,2.55,2.15
Image_2088,384,34,50,41,2.06,1.47
Image_2087,384,13,32,20,2.13,2.46
Image_2086,384,58,115,82,4.05,1.98
Image_2085,384,21,114,49,1.54,5.43
Image_2084,384,17,59,32,2.03,3.47
Image_2083,384,35,114,63,3.02,3.26
Image_2081,384,19,45,29,2.48,2.37
Image_2080,384,64,30,44,3.39,0.47
Image_2079,384,88,42,61,4.69,0.48
Image_2076,384,74,28,46,3.6,0.38
Image_2074,384,29,47,37,2.84,1.62
Image_2073,384,49,42,45,5.97,0.86
Image_2072,384,37,42,39,6.17,1.14
Image_2071,384,66,80,73,4.12,1.21
Image_2070,384,66,138,95,10.2,2.09
Image_2069,384,46,27,35,1.69,0.59
Image_2068,384,80,83,81,7.91,1.04
Image_2065,384,51,50,50,7.52,0.98
Image_2064,384,43,66,53,5.29,1.53
Image_2063,384,49,54,51,2.93,1.1
Image_2062,384,31,70,47,4.56,2.26
Image_2061,384,34,53,42,4.37,1.56
Image_2060,384,55,55,55,4.89,1.0
Image_2059,384,31,69,46,5.06,2.23
Image_2058,384,31,50,39,3.4,1.61
Image_2057,384,52,55,53,7.5,1.06
Image_1872,384,29,37,33,2.62,1.28
Image_1868,384,29,19,23,3.18,0.66
Image_1867,384,39,19,27,3.59,0.49
Image_1866,384,23,24,23,3.46,1.04
Image_1864,384,31,17,23,3.94,0.55
Image_1863,384,60,51,55,4.83,0.85
Image_1861,384,12,17,14,2.48,1.42
Image_1772,384,44,47,45,3.19,1.07
Image_1768,384,18,27,22,1.72,1.5
Image_1762,384,42,39,40,2.94,0.93
Image_1668,384,8,106,29,8.2,13.25
Image_1636,384,5,72,19,4.66,14.4
Image_1625,384,19,310,77,5.68,16.32
Image_1328,384,87,100,93,8.06,1.15
Image_1325,384,57,57,57,5.86,1.0
Image_1306,384,54,38,45,5.93,0.7
Image_1282,384,67,107,85,8.59,1.6
Image_1246,384,14,9,11,1.82,0.64
Image_1087,384,13,29,19,4.24,2.23
Image_1085,384,84,67,75,4.36,0.8
Image_1084,384,34,24,29,2.47,0.71
Image_1077,384,26,19,22,4.67,0.73
Image_1074,384,151,94,119,9.19,0.62
Image_902,384,96,129,111,4.88,1.34
Image_900,384,76,72,74,5.91,0.95
Image_899,384,76,49,61,8.03,0.64
Image_898,384,90,59,73,3.84,0.66
Image_897,384,133,18,49,4.72,0.14
Image_896,384,140,110,124,4.5,0.79
Image_895,384,88,45,63,6.43,0.51
Image_894,384,35,23,28,3.64,0.66
Image_893,384,101,73,86,7.5,0.72
Image_892,384,38,10,19,2.73,0.26
Image_891,384,118,52,78,5.78,0.44
Image_890,384,84,66,74,5.25,0.79
Image_889,384,73,50,60,4.55,0.68
Image_888,384,62,58,60,3.73,0.94
Image_887,384,106,29,55,6.88,0.27
Image_886,384,30,21,25,2.96,0.7
Image_885,384,73,58,65,6.17,0.79
Image_883,384,174,46,89,9.59,0.26
Image_882,384,85,84,84,4.41,0.99
Image_881,384,89,89,89,2.8,1.0
Image_880,384,50,6,17,2.6,0.12
Image_879,384,47,71,58,4.43,1.51
Image_878,384,18,101,43,4.56,5.61
Image_806,384,46,31,38,4.21,0.67
Image_805,384,12,9,10,2.52,0.75
Image_804,384,21,8,13,0.97,0.38
Image_803,384,49,43,46,1.7,0.88
Image_802,384,102,70,84,5.13,0.69
Image_801,384,32,16,23,1.59,0.5
Image_799,384,36,14,22,3.51,0.39
Image_797,384,16,83,36,4.47,5.19
Image_796,384,18,61,33,4.03,3.39
Image_795,384,15,116,42,2.64,7.73
Image_794,384,10,46,21,1.73,4.6
Image_793,384,48,34,40,1.97,0.71
Image_792,384,34,37,35,5.09,1.09
Image_791,384,52,52,52,2.54,1.0
Image_790,384,70,59,64,4.81,0.84
Image_789,384,57,41,48,1.86,0.72
Image_788,384,39,58,48,2.74,1.49
Image_786,384,31,47,38,1.59,1.52
Image_785,384,41,33,37,1.9,0.8
Image_784,384,77,119,96,3.99,1.55
Image_783,384,73,39,53,1.31,0.53
Image_782,384,51,63,57,2.94,1.24
Image_780,384,57,49,53,2.27,0.86
Image_779,384,34,51,42,2.44,1.5
Image_733,384,152,34,72,2.57,0.22
Image_732,384,125,14,42,1.77,0.11
Image_731,384,58,15,29,2.4,0.26
Image_730,384,160,35,75,1.19,0.22
Image_729,384,81,52,65,1.61,0.64
Image_728,384,42,39,40,2.29,0.93
Image_727,384,35,55,44,1.64,1.57
Image_725,384,35,68,49,2.24,1.94
Image_724,384,63,48,55,5.76,0.76
Image_723,384,32,80,51,3.63,2.5
Image_722,384,23,57,36,2.23,2.48
Image_721,384,94,123,108,2.07,1.31
Image_720,384,30,114,58,1.66,3.8
Image_683,384,93,26,49,3.81,0.28
Image_679,384,77,57,66,2.9,0.74
Image_678,384,19,26,22,1.89,1.37
Image_677,384,31,22,26,1.69,0.71
Image_676,384,27,21,24,2.01,0.78
Image_675,384,57,52,54,3.53,0.91
Image_674,384,15,10,12,3.83,0.67
Image_672,384,23,21,22,1.73,0.91
Image_671,384,22,33,27,2.56,1.5
Image_670,384,21,33,26,1.59,1.57
Image_669,384,17,36,25,1.63,2.12
Image_668,384,22,19,20,2.05,0.86
Image_667,384,25,20,22,2.14,0.8
Image_666,384,23,52,35,3.04,2.26
Image_665,384,35,23,28,2.29,0.66
Image_664,384,24,43,32,1.31,1.79
Image_663,384,74,61,67,4.69,0.82
Image_662,384,12,16,14,3.29,1.33
Image_659,384,37,53,44,3.33,1.43
Image_658,384,13,13,13,1.58,1.0
Image_657,384,11,16,13,2.1,1.45
Image_656,384,12,29,19,2.88,2.42
Image_655,384,9,9,9,1.6,1.0
Image_653,384,26,30,28,2.64,1.15
Image_652,384,25,44,33,5.17,1.76
Image_651,384,6,8,7,1.37,1.33
Image_650,384,13,17,15,0.97,1.31
Image_649,384,41,45,43,1.82,1.1
Image_648,384,28,20,24,4.54,0.71
Image_647,384,34,25,29,2.39,0.74
Image_646,384,33,44,38,3.37,1.33
Image_645,384,6,8,7,1.13,1.33
Image_644,384,56,37,46,3.55,0.66
Image_643,384,23,27,25,3.08,1.17
Image_642,384,15,15,15,1.9,1.0
Image_640,384,13,27,19,2.66,2.08
Image_639,384,16,22,19,2.16,1.38
Image_638,384,8,10,9,1.77,1.25
Image_637,384,12,10,11,2.19,0.83
Image_636,384,52,45,48,2.91,0.87
Image_635,384,14,11,12,1.63,0.79
Image_634,384,9,11,10,1.92,1.22
Image_633,384,8,13,10,1.58,1.62
Image_632,384,24,46,33,3.24,1.92
Image_630,384,57,45,51,3.26,0.79
Image_629,384,5,7,6,1.31,1.4
Image_628,384,16,47,27,2.7,2.94
Image_627,384,24,37,30,2.19,1.54
Image_553,384,79,68,73,5.37,0.86
Image_552,384,42,26,33,2.66,0.62
Image_551,384,12,13,12,1.44,1.08
Image_550,384,34,23,28,2.32,0.68
Image_549,384,12,24,17,1.68,2.0
Image_548,384,12,14,13,1.33,1.17
Image_547,384,15,11,13,2.09,0.73
Image_546,384,51,63,57,3.04,1.24
Image_545,384,37,25,30,3.19,0.68
Image_544,384,16,11,13,2.13,0.69
Image_543,384,13,12,12,1.48,0.92
Image_542,384,17,12,14,2.32,0.71
Image_541,384,24,34,29,2.12,1.42
Image_540,384,27,35,31,2.92,1.3
Image_539,384,21,35,27,1.69,1.67
Image_538,384,10,19,14,1.83,1.9
Image_536,384,12,8,10,1.13,0.67
Image_535,384,24,16,20,2.19,0.67
Image_534,384,44,47,45,2.53,1.07
Image_533,384,26,27,26,3.4,1.04
Image_532,384,74,104,88,5.23,1.41
Image_531,384,74,53,63,3.87,0.72
Image_529,384,11,10,10,2.09,0.91
Image_528,384,39,29,34,2.94,0.74
Image_527,384,19,14,16,1.76,0.74
Image_526,384,12,8,10,1.54,0.67
Image_525,384,10,16,13,1.72,1.6
Image_524,384,14,11,12,2.24,0.79
Image_523,384,12,9,10,1.19,0.75
Image_522,384,9,8,8,1.45,0.89
Image_521,384,17,18,17,2.05,1.06
Image_520,384,48,48,48,4.74,1.0
Image_519,384,13,22,17,2.49,1.69
Image_518,384,38,34,36,4.01,0.89
Image_517,384,16,21,18,2.66,1.31
Image_516,384,12,16,14,2.32,1.33
Image_515,384,14,13,13,0.9,0.93
Image_513,384,9,12,10,1.31,1.33
Image_512,384,10,12,11,1.72,1.2
Image_510,384,44,85,61,2.13,1.93
Image_509,384,7,7,7,1.19,1.0
Image_508,384,18,30,23,3.15,1.67
Image_507,384,21,17,19,1.19,0.81
Image_505,384,19,21,20,2.24,1.11
Image_504,384,25,18,21,2.86,0.72
Image_503,384,41,40,40,4.58,0.98
Image_502,384,30,38,34,3.2,1.27
Image_501,384,20,18,19,2.84,0.9
Image_500,384,13,21,17,2.66,1.62
Image_499,384,21,28,24,2.03,1.33
Image_498,384,15,5,9,1.31,0.33
Image_497,384,31,42,36,2.84,1.35
Image_496,384,38,37,37,3.27,0.97
Image_495,384,12,6,8,1.7,0.5
Image_494,384,19,16,17,1.84,0.84
Image_493,384,10,11,10,1.76,1.1
Image_492,384,55,47,51,2.28,0.85
Image_491,384,20,22,21,2.67,1.1
Image_490,384,23,45,32,2.81,1.96
Image_489,384,20,26,23,3.72,1.3
Image_488,384,41,38,39,2.84,0.93
Image_487,384,27,51,37,1.68,1.89
Image_486,384,10,9,9,1.31,0.9
Image_485,384,21,28,24,2.09,1.33
Image_484,384,40,64,51,6.39,1.6
Image_483,384,17,14,15,1.19,0.82
Image_482,384,19,6,11,1.59,0.32
Image_481,384,44,29,36,3.34,0.66
Image_480,384,24,15,19,3.38,0.62
Image_479,384,16,29,22,4.41,1.81
Image_478,384,7,14,10,1.69,2.0
Image_476,384,14,13,13,2.19,0.93
Image_475,384,12,26,18,2.16,2.17
Image_473,384,13,20,16,1.85,1.54
Image_472,384,9,12,10,2.23,1.33
Image_471,384,20,26,23,2.33,1.3
Image_470,384,11,12,11,1.33,1.09
Image_465,384,19,20,19,3.83,1.05
Image_464,384,24,37,30,3.44,1.54
Image_463,384,17,27,21,3.42,1.59
Image_462,384,36,51,43,5.1,1.42
Image_461,384,29,33,31,3.4,1.14
Image_460,384,13,16,14,2.56,1.23
Image_459,384,15,48,27,1.76,3.2
Image_458,384,8,13,10,2.29,1.62
Image_457,384,25,16,20,3.66,0.64
Image_456,384,11,13,12,1.97,1.18
Image_455,384,7,17,11,3.03,2.43
Image_453,384,29,67,44,3.73,2.31
Image_452,384,27,27,27,5.52,1.0
Image_451,384,16,26,20,1.83,1.62
Image_450,384,16,25,20,2.4,1.56
Image_449,384,20,19,19,2.24,0.95
Image_445,384,11,17,14,3.01,1.55
Image_444,384,18,21,19,3.34,1.17
Image_443,384,19,28,23,4.39,1.47
Image_442,384,13,21,17,2.54,1.62
Image_441,384,9,14,11,2.56,1.56
Image_440,384,12,12,12,2.16,1.0
Image_439,384,7,12,9,2.01,1.71
Image_438,384,20,13,16,2.89,0.65
Image_437,384,22,38,29,2.72,1.73
Image_436,384,7,11,9,1.82,1.57
Image_435,384,12,18,15,1.73,1.5
Image_434,384,17,18,17,3.27,1.06
Image_433,384,15,15,15,1.57,1.0
Image_432,384,8,30,15,2.03,3.75
Image_431,384,49,22,33,1.19,0.45
Image_429,384,92,61,75,4.29,0.66
Image_428,384,33,50,41,1.31,1.52
Image_427,384,63,80,71,5.44,1.27
Image_426,384,26,58,39,2.99,2.23
Image_424,384,16,24,20,1.83,1.5
Image_423,384,27,27,27,3.62,1.0
Image_422,384,7,18,11,1.89,2.57
Image_421,384,20,56,33,3.09,2.8
Image_420,384,50,36,42,3.86,0.72
Image_419,384,12,41,22,2.04,3.42
Image_418,384,16,40,25,1.72,2.5
Image_417,384,21,18,19,1.45,0.86
Image_416,384,11,15,13,2.05,1.36
Image_415,384,14,71,32,5.5,5.07
Image_414,384,26,33,29,2.98,1.27
Image_413,384,22,45,31,4.84,2.05
Image_412,384,13,15,14,1.7,1.15
Image_411,384,27,36,31,2.24,1.33
Image_410,384,45,45,45,4.88,1.0
Image_409,384,20,25,22,2.08,1.25
Image_408,384,13,34,21,1.44,2.62
Image_406,384,11,22,16,1.93,2.0
Image_405,384,14,30,20,2.19,2.14
Image_404,384,19,14,16,2.26,0.74
Image_403,384,35,23,28,4.03,0.66
Image_402,384,70,79,74,5.26,1.13
Image_401,384,13,20,16,2.01,1.54
Image_400,384,8,20,13,1.76,2.5
Image_399,384,22,27,24,4.29,1.23
Image_397,384,19,40,28,2.73,2.11
Image_396,384,23,43,31,3.0,1.87
Image_395,384,15,17,16,2.35,1.13
Image_394,384,27,56,39,3.53,2.07
Image_392,384,8,10,9,1.48,1.25
Image_391,384,6,11,8,2.05,1.83
Image_390,384,13,30,20,2.19,2.31
Image_388,384,14,22,18,1.72,1.57
Image_387,384,14,85,34,3.64,6.07
Image_386,384,13,16,14,2.27,1.23
Image_385,384,38,20,28,3.69,0.53
Image_383,384,20,29,24,3.49,1.45
Image_382,384,6,9,7,1.72,1.5
Image_381,384,33,21,26,2.82,0.64
Image_380,384,8,29,15,2.05,3.62
Image_379,384,54,46,50,4.9,0.85
Image_378,384,8,21,13,1.82,2.62
Image_377,384,7,19,12,2.4,2.71
Image_376,384,12,14,13,1.85,1.17
Image_375,384,16,30,22,2.88,1.88
Image_374,384,30,58,42,4.25,1.93
Image_373,384,31,79,49,2.66,2.55
Image_372,384,10,21,14,2.71,2.1
Image_370,384,6,9,7,1.37,1.5
Image_369,384,59,15,30,1.59,0.25
Image_367,384,28,41,34,2.31,1.46
Image_366,384,17,26,21,2.23,1.53
Image_365,384,9,18,13,1.45,2.0
Image_364,384,19,17,18,2.82,0.89
Image_363,384,23,49,34,2.4,2.13
Image_362,384,9,29,16,1.89,3.22
Image_361,384,15,39,24,3.89,2.6
Image_360,384,14,7,10,2.33,0.5
Image_359,384,8,13,10,1.68,1.62
Image_358,384,19,53,32,2.93,2.79
Image_357,384,11,20,15,1.92,1.82
Image_356,384,9,14,11,2.19,1.56
Image_355,384,8,30,15,1.83,3.75
Image_354,384,20,64,36,3.43,3.2
Image_353,384,11,22,16,2.58,2.0
Image_284,384,10,13,11,1.19,1.3
Image_283,384,10,45,21,2.45,4.5
Image_282,384,56,136,87,3.98,2.43
Image_280,384,43,282,110,4.13,6.56
Image_279,384,34,60,45,2.41,1.76
Image_277,384,53,137,85,5.53,2.58
Image_276,384,21,56,34,3.9,2.67
Image_275,384,12,24,17,3.29,2.0
Image_274,384,36,37,36,3.79,1.03
Image_272,384,36,145,72,5.15,4.03
Image_270,384,14,14,14,2.15,1.0
Image_269,384,27,20,23,1.81,0.74
Image_268,384,6,5,5,1.28,0.83
Image_267,384,11,12,11,1.54,1.09
Image_265,384,27,38,32,2.16,1.41
Image_264,384,55,49,52,4.07,0.89
Image_263,384,65,76,70,4.4,1.17
Image_261,384,38,49,43,4.81,1.29
Image_260,384,34,64,47,5.14,1.88
Image_259,384,106,115,110,6.72,1.08
Image_258,384,25,33,29,4.96,1.32
Image_213,384,22,23,22,1.59,1.05
Image_212,384,11,20,15,3.34,1.82
Image_211,384,47,74,59,9.47,1.57
Image_210,384,32,49,40,3.27,1.53
Image_209,384,42,72,55,5.14,1.71
Image_208,384,28,20,24,1.69,0.71
Image_207,384,26,42,33,1.48,1.62
Image_205,384,26,19,22,1.47,0.73
Image_204,384,45,67,55,1.76,1.49
Image_202,384,119,123,121,5.15,1.03
Image_201,384,12,22,16,1.7,1.83
Image_200,384,27,45,35,2.51,1.67
Image_199,384,21,15,18,2.9,0.71
Image_189,384,23,15,19,2.05,0.65
Image_188,384,15,24,19,1.76,1.6
Image_187,384,15,22,18,2.39,1.47
Image_99,384,32,52,41,2.26,1.62
Image_98,384,40,56,47,3.0,1.4
Image_97,384,72,48,59,2.39,0.67
Image_95,384,36,72,51,3.83,2.0
Image_94,384,58,85,70,1.63,1.47
Image_93,384,61,48,54,3.02,0.79
Image_92,384,30,38,34,3.56,1.27
Image_91,384,13,16,14,2.01,1.23
Image_90,384,42,54,48,3.11,1.29
Image_87,384,16,24,20,1.96,1.5
Image_86,384,53,62,57,4.89,1.17
Image_85,384,18,25,21,1.53,1.39
Image_84,384,60,75,67,5.32,1.25
Image_83,384,30,43,36,2.27,1.43
Image_82,384,43,57,50,3.43,1.33
Image_81,384,11,13,12,2.27,1.18
Image_80,384,35,46,40,3.02,1.31
Image_79,384,85,103,94,4.84,1.21
Image_78,384,61,83,71,2.23,1.36
Image_77,384,29,20,24,5.22,0.69
Image_76,384,28,21,24,1.63,0.75
Image_75,384,61,43,51,3.53,0.7
Image_74,384,61,139,92,5.92,2.28
Image_72,384,34,25,29,3.71,0.74
Image_71,384,50,68,58,5.56,1.36
Image_70,384,32,25,28,1.28,0.78
Image_69,384,57,84,69,5.92,1.47
Image_68,384,27,38,32,1.77,1.41
Image_66,384,28,53,39,2.07,1.89
Image_65,384,28,76,46,4.11,2.71
Image_64,384,56,134,87,4.47,2.39
Image_63,384,33,65,46,2.61,1.97
Image_62,384,38,50,44,4.64,1.32
Image_61,384,27,38,32,2.31,1.41
Image_60,384,83,61,71,2.24,0.73
Image_59,384,37,48,42,5.02,1.3
Image_58,384,49,37,43,3.35,0.76
Image_56,384,90,140,112,3.67,1.56
Image_55,384,28,33,30,2.8,1.18
Image_54,384,12,17,14,1.82,1.42
Image_53,384,58,83,69,2.82,1.43
Image_52,384,74,113,91,3.63,1.53
Image_50,384,37,27,32,3.24,0.73
Image_49,384,75,120,95,3.77,1.6
Image_48,384,36,58,46,1.59,1.61
Image_47,384,47,69,57,1.76,1.47
Image_46,384,48,42,45,4.68,0.88
Image_45,384,83,122,101,5.58,1.47
Image_44,384,79,49,62,3.96,0.62
Image_43,384,30,41,35,2.5,1.37
Image_42,384,48,37,42,4.62,0.77
Image_41,384,35,63,47,4.08,1.8
Image_40,384,39,44,41,4.91,1.13
Image_39,384,61,40,49,3.05,0.66
Image_36,384,75,107,90,3.82,1.43
Image_35,384,34,49,41,2.49,1.44
Image_34,384,42,56,48,3.36,1.33
Image_33,384,24,38,30,5.61,1.58
Image_32,384,59,94,74,5.36,1.59
Image_31,384,26,19,22,2.72,0.73
Image_29,384,45,25,34,3.88,0.56
Image_28,384,91,132,110,2.39,1.45
Image_27,384,61,36,47,3.58,0.59
Image_26,384,106,99,102,5.31,0.93
Image_24,384,94,49,68,4.95,0.52
Image_23,384,70,92,80,2.21,1.31
Image_22,384,48,63,55,4.36,1.31
Image_21,384,72,89,80,5.87,1.24
Image_20,384,42,51,46,3.45,1.21
Image_19,384,60,76,68,2.46,1.27
Image_9,384,114,122,118,5.02,1.07
Image_7,384,37,37,37,3.57,1.0
